Taxa	Genotype	Country	Date
JX463638.1	HCV-1	United States	2006
JX463637.1	HCV-1	United States	2006
JX463636.1	HCV-1	United States	2006
JX463635.1	HCV-1	United States	2006
JX463634.1	HCV-1	United States	2006
JX463633.1	HCV-1	United States	2006
JX463632.1	HCV-1	United States	2006
JX463631.1	HCV-1	United States	2006
JX463630.1	HCV-1	United States	2006
JX463629.1	HCV-1	United States	2006
JX463628.1	HCV-1	United States	2006
JX463627.1	HCV-1	United States	2005
JX463626.1	HCV-1	United States	2005
JX463625.1	HCV-1	United States	2005
JX463624.1	HCV-1	United States	2004
JX463623.1	HCV-1	United States	2007
JX463622.1	HCV-1	United States	2007
JX463621.1	HCV-1	United States	2007
JX463620.1	HCV-1	United States	2006
JX463619.1	HCV-1	United States	2006
JX463618.1	HCV-1	United States	2006
JX463617.1	HCV-1	United States	2006
JX463616.1	HCV-1	United States	2005
JX463615.1	HCV-1	United States	2005
JX463614.1	HCV-1	United States	2004
JX463613.1	HCV-1	United States	2004
JX463612.1	HCV-1	United States	2006
JX463611.1	HCV-1	United States	2006
JX463610.1	HCV-1	United States	2006
JX463609.1	HCV-1	United States	2006
JX463608.1	HCV-1	United States	2005
JX463607.1	HCV-1	United States	2005
JX463606.1	HCV-1	United States	2007
JX463605.1	HCV-1	United States	2007
JX463604.1	HCV-1	United States	2006
JX463603.1	HCV-1	United States	2006
JX463602.1	HCV-1	United States	2006
JX463601.1	HCV-1	United States	2006
JX463600.1	HCV-1	United States	2005
JX463599.1	HCV-1	United States	2005
JX463598.1	HCV-1	United States	2005
JX463597.1	HCV-1	United States	2005
JX463596.1	HCV-1	United States	2005
JX463595.1	HCV-1	United States	2007
JX463594.1	HCV-1	United States	2006
JX463593.1	HCV-1	United States	2007
JX463592.1	HCV-1	United States	2007
JX463591.1	HCV-1	United States	2006
JX463590.1	HCV-1	United States	2006
JX463589.1	HCV-1	United States	2006
JX463588.1	HCV-1	United States	2005
JX463587.1	HCV-1	United States	2005
JX463586.1	HCV-1	United States	2005
JX463585.1	HCV-1	United States	2004
JX463584.1	HCV-1	United States	2003
JX463583.1	HCV-1	United States	2003
JX463582.1	HCV-1	United States	2003
JX463581.1	HCV-1	United States	2004
JX463580.1	HCV-1	United States	2004
JX463579.1	HCV-1	United States	2004
JX463578.1	HCV-1	United States	2004
JX463577.1	HCV-1	United States	2004
JX463576.1	HCV-1	United States	2003
JX463575.1	HCV-1	United States	2003
JX463574.1	HCV-1	United States	2003
JX463573.1	HCV-1	United States	2003
JX463572.1	HCV-1	United States	2003
JX463571.1	HCV-1	United States	2002
JX463570.1	HCV-1	United States	2003
JX463569.1	HCV-1	United States	2001
JX463568.1	HCV-1	United States	2003
JX463567.1	HCV-1	United States	2003
JX463566.1	HCV-1	United States	2003
JX463565.1	HCV-1	United States	2003
JX463564.1	HCV-1	United States	2003
JX463563.1	HCV-1	United States	2003
JX463562.1	HCV-1	United States	2003
JX463561.1	HCV-1	United States	2003
JX463560.1	HCV-1	United States	2002
JX463559.1	HCV-1	United States	2002
JX463558.1	HCV-1	United States	2003
JX463557.1	HCV-1	United States	2002
JX463556.1	HCV-1	United States	2001
JX463555.1	HCV-1	United States	2001
JX463554.1	HCV-1	United States	2003
JX463553.1	HCV-1	United States	2003
JX463552.1	HCV-1	United States	2003
JX463551.1	HCV-1	United States	2003
JX463550.1	HCV-1	United States	2004
JX463549.1	HCV-1	United States	2003
JX463548.1	HCV-1	United States	2003
JX463547.1	HCV-1	United States	2003
JX463546.1	HCV-1	United States	2002
JX463545.1	HCV-1	United States	2004
JX463544.1	HCV-1	United States	2003
JX463543.1	HCV-1	United States	2003
JX463542.1	HCV-1	United States	2003
JX463541.1	HCV-1	United States	2002
JX463540.1	HCV-1	United States	2002
JX463539.1	HCV-1	United States	2002
JX463538.1	HCV-1	United States	2002
JX463537.1	HCV-1	United States	2003
JX463536.1	HCV-1	United States	2003
JX463535.1	HCV-1	United States	2002
JX463534.1	HCV-1	United States	2002
JX463533.1	HCV-1	United States	2004
JX463532.1	HCV-1	United States	2004
JX463531.1	HCV-1	United States	2004
JX463530.1	HCV-1	United States	2003
JX463529.1	HCV-1	United States	2002
JX463528.1	HCV-1	United States	2002
JX463527.1	HCV-1	United States	2002
JX463526.1	HCV-1	United States	2002
JX463525.1	HCV-1	United States	2001
JQ914274.1	HCV-1	Germany	2011
JQ914273.1	HCV-1	Germany	2011
JQ914272.1	HCV-1	Germany	2010
JQ914271.1	HCV-1	Germany	2010
JQ717260.1	HCV-3	India	2008
JQ717259.1	HCV-3	India	2010
JQ717258.1	HCV-3	India	2011
JQ717257.1	HCV-3	India	2011
JQ717256.1	HCV-3	India	2011
JQ717255.1	HCV-3	India	2010
JQ717254.1	HCV-3	India	2010
JQ065709.1	HCV-3	China	2011
JQ061787.1	HCV-1	United States	2006
JQ061786.1	HCV-1	United States	2006
JQ061785.1	HCV-1	United States	2006
JQ061784.1	HCV-1	United States	2006
JQ061783.1	HCV-1	United States	2006
JQ061782.1	HCV-1	United States	2006
JQ061781.1	HCV-1	United States	2006
JQ061780.1	HCV-1	United States	2006
JQ061779.1	HCV-1	United States	2006
JN714194.1	HCV-3	India	2011
JN588558.1	HCV-3	Pakistan	2009
JN120912.1	HCV-1	France	2003
JF779679.1	HCV-1	United States	2010
JF509177.1	HCV-3	United Kingdom	2006
JF509176.1	HCV-3	United Kingdom	2006
JF509175.1	HCV-3	United Kingdom	2006
JF343793.1	HCV-2	Denmark	2011
JF343792.1	HCV-2	Denmark	2011
JF343791.1	HCV-2	Denmark	2011
JF343790.1	HCV-2	Denmark	2011
JF343789.1	HCV-2	Denmark	2011
JF343788.1	HCV-2	Denmark	2011
JF343787.2	HCV-2	Denmark	2011
JF343786.2	HCV-2	Denmark	2011
JF343785.2	HCV-2	Denmark	2011
JF343784.2	HCV-2	Denmark	2011
JF343783.1	HCV-2	Denmark	2011
JF343782.1	HCV-2	Denmark	2011
JF343781.2	HCV-2	Denmark	2011
JF343780.2	HCV-2	Denmark	2011
HQ912959.1	HCV-1	China	2008
HQ912958.1	HCV-1	China	2007
HQ912957.1	HCV-1	China	2007
HQ912956.1	HCV-1	China	2007
HQ912955.1	HCV-6	China	2008
HQ912954.1	HCV-6	China	2008
HQ912953.1	HCV-3	China	2008
HQ852469.1	HCV-2	Denmark	2010
HQ852468.1	HCV-2	Denmark	2010
HQ852467.1	HCV-2	Denmark	2010
HQ852466.1	HCV-2	Denmark	2010
HQ852465.1	HCV-2	Denmark	2010
HQ852464.1	HCV-2	Denmark	2010
HQ852463.1	HCV-2	Denmark	2010
HQ852462.1	HCV-2	Denmark	2010
HQ852461.1	HCV-2	Denmark	2010
HQ852460.1	HCV-2	Denmark	2010
HQ852459.1	HCV-2	Denmark	2010
HQ852458.1	HCV-2	Denmark	2010
HQ852457.1	HCV-2	Denmark	2010
HQ852456.1	HCV-2	Denmark	2010
HQ852455.1	HCV-2	Denmark	2010
HQ852454.1	HCV-2	Denmark	2010
HQ852453.1	HCV-2	Denmark	2010
HQ537009.1	HCV-4	Cyprus	2006
HQ537008.1	HCV-4	Cyprus	2005
HQ537007.1	HCV-1	Cyprus	2005
HQ537006.1	HCV-1	Cyprus	2007
HQ537005.1	HCV-1	Cyprus	2005
HQ110091.1	HCV-1	United States	1996
HM777359.1	HCV-2	Venezuela, Bolivarian Republic of	2005
HM777358.1	HCV-2	Venezuela, Bolivarian Republic of	2006
GU451224.1	HCV-1	China	2008
GU451223.1	HCV-1	China	2004
GU451222.1	HCV-1	China	2003
GU451221.1	HCV-1	China	2003
GU451220.1	HCV-1	China	2008
GU451219.1	HCV-1	China	2004
GU451218.1	HCV-1	China	2003
GU294484.1	HCV-3	Pakistan	2008
GQ356217.1	HCV-3	United Kingdom	2006
GQ356216.1	HCV-3	United Kingdom	2003
GQ356215.1	HCV-3	United Kingdom	2006
GQ356214.1	HCV-3	United Kingdom	2006
GQ356213.1	HCV-3	United Kingdom	2006
GQ356212.1	HCV-3	United Kingdom	2007
GQ356211.1	HCV-3	United Kingdom	2006
GQ356210.1	HCV-3	United Kingdom	2006
GQ356209.1	HCV-3	United Kingdom	2006
GQ356208.1	HCV-3	United Kingdom	2006
GQ356207.1	HCV-3	United Kingdom	2006
GQ356206.1	HCV-3	United Kingdom	2005
GQ356205.1	HCV-3	United Kingdom	2006
GQ356204.1	HCV-3	United Kingdom	2005
GQ356203.1	HCV-3	United Kingdom	2006
GQ356202.1	HCV-3	United Kingdom	2006
GQ356201.1	HCV-3	United Kingdom	2006
GQ356200.1	HCV-3	United Kingdom	2006
GQ275355.1	HCV-3	India	2003
GQ149768.1	HCV-1	United States	2002
FN666429.1	HCV-2	Spain	2001
FN666428.2	HCV-2	Spain	2002
FJ821465.1	HCV-1	France	2007
FJ478453.1	HCV-1	United States	1999
FJ410172.1	HCV-1	United States	2008
FJ407092.1	HCV-3	India	2002
FJ390399.1	HCV-1	United States	2007
FJ390398.1	HCV-1	United States	2008
FJ390397.1	HCV-1	United States	2008
FJ390396.1	HCV-1	United States	2007
FJ390395.1	HCV-1	United States	2008
FJ390394.1	HCV-1	United States	2008
FJ205869.1	HCV-1	United States	2006
FJ205868.1	HCV-1	United States	2007
FJ205867.1	HCV-1	United States	2007
FJ182001.1	HCV-1	United States	2007
FJ182000.1	HCV-1	United States	2007
FJ181999.1	HCV-1	United States	2007
FJ024282.1	HCV-1	United States	2005
FJ024281.1	HCV-1	United States	2007
FJ024280.1	HCV-1	United States	2007
FJ024279.1	HCV-1	United States	2007
FJ024278.1	HCV-1	United States	2007
FJ024277.1	HCV-1	United States	2007
FJ024276.1	HCV-1	United States	2007
FJ024275.1	HCV-1	United States	2007
FJ024274.1	HCV-1	United States	2007
FJ024087.1	HCV-1	United States	2007
FJ024086.1	HCV-1	United States	2007
EU862841.1	HCV-1	United States	2003
EU862840.1	HCV-1	United States	2003
EU862839.1	HCV-1	United States	1990
EU862838.1	HCV-1	United States	1992
EU862837.1	HCV-1	Switzerland	2004
EU862836.1	HCV-1	Switzerland	2003
EU862835.1	HCV-1	United States	2001
EU862834.1	HCV-1	Germany	2004
EU862833.1	HCV-1	Germany	2004
EU862832.1	HCV-1	Germany	2003
EU862831.1	HCV-1	United States	2006
EU862829.1	HCV-1	United States	2005
EU862828.1	HCV-1	United States	2004
EU862827.1	HCV-1	United States	1993
EU862826.1	HCV-1	United States	1989
EU862824.1	HCV-1	Germany	2004
EU862823.1	HCV-1	Germany	2003
EU857431.1	HCV-1	China	2001
EU687195.1	HCV-1	Germany	2007
EU687194.1	HCV-1	Germany	2004
EU687193.1	HCV-1	Germany	2005
EU660388.1	HCV-1	United States	2001
EU660387.1	HCV-1	United States	2003
EU660386.1	HCV-1	United States	2006
EU660385.1	HCV-1	Switzerland	2003
EU660384.1	HCV-1	United States	2005
EU660383.1	HCV-1	United States	2004
EU595699.1	HCV-1	United States	2001
EU595698.1	HCV-1	United States	2001
EU595697.1	HCV-1	United States	2001
EU569723.1	HCV-1	United States	2005
EU569722.1	HCV-1	United States	1989
EU529682.1	HCV-1	Switzerland	2002
EU529681.1	HCV-1	Switzerland	2005
EU529680.1	HCV-1	United States	2002
EU529679.1	HCV-1	United States	2002
EU529678.1	HCV-1	United States	2005
EU529677.1	HCV-1	United States	2006
EU529676.1	HCV-1	United States	2004
EU482889.1	HCV-1	United States	1990
EU482888.1	HCV-1	United States	1992
EU482887.1	HCV-1	United States	2002
EU482886.1	HCV-1	United States	2006
EU482885.1	HCV-1	United States	2006
EU482884.1	HCV-1	United States	2004
EU482883.1	HCV-1	United States	2005
EU482882.1	HCV-1	United States	2006
EU482881.1	HCV-1	United States	2003
EU482880.1	HCV-1	United States	2006
EU482879.1	HCV-1	United States	2006
EU482878.1	HCV-1	United States	2004
EU482877.1	HCV-1	United States	2001
EU482876.1	HCV-1	United States	2002
EU482875.1	HCV-1	Switzerland	2005
EU482874.1	HCV-1	Switzerland	2005
EU482873.1	HCV-1	Germany	2003
EU482872.1	HCV-1	Switzerland	2004
EU482871.1	HCV-1	United States	2002
EU482870.1	HCV-1	United States	2004
EU482869.1	HCV-1	United States	2002
EU482868.1	HCV-1	United States	2002
EU482867.1	HCV-1	United States	2006
EU482866.1	HCV-1	United States	2006
EU482865.1	HCV-1	United States	2003
EU482864.1	HCV-1	United States	2006
EU482863.1	HCV-1	United States	2006
EU482862.1	HCV-1	United States	2006
EU482861.1	HCV-1	United States	2006
EU482860.1	HCV-1	Switzerland	2003
EU482859.1	HCV-1	Switzerland	2003
EU482858.1	HCV-1	Switzerland	2006
EU482857.1	HCV-1	Switzerland	2005
EU482856.1	HCV-1	Switzerland	2002
EU482855.1	HCV-1	Switzerland	2002
EU482854.1	HCV-1	Switzerland	2001
EU482853.1	HCV-1	Switzerland	2005
EU482852.1	HCV-1	United States	1989
EU482850.1	HCV-1	United States	1990
EU482849.1	HCV-1	United States	1989
EU482848.1	HCV-1	United States	2005
EU482847.1	HCV-1	United States	2004
EU482846.1	HCV-1	United States	2000
EU482845.1	HCV-1	United States	2006
EU482844.1	HCV-1	United States	2006
EU482843.1	HCV-1	United States	2005
EU482842.1	HCV-1	United States	2006
EU482841.1	HCV-1	United States	2004
EU482840.1	HCV-1	United States	2004
EU482839.1	HCV-1	United States	2006
EU482838.1	HCV-1	United States	2006
EU482837.1	HCV-1	United States	2004
EU482836.1	HCV-1	United States	2002
EU482835.1	HCV-1	United States	2002
EU482834.1	HCV-1	United States	2002
EU482833.1	HCV-1	Germany	2003
EU482832.1	HCV-1	Germany	2004
EU482831.1	HCV-1	Germany	2003
EU260396.2	HCV-1	United States	2004
EU260395.1	HCV-1	United States	2005
EU256107.1	HCV-1	Germany	2004
EU256106.1	HCV-1	Germany	2004
EU256105.1	HCV-1	United States	2001
EU256104.1	HCV-1	United States	2005
EU256103.1	HCV-1	United States	2001
EU256102.1	HCV-1	United States	2001
EU256101.1	HCV-1	United States	2002
EU256100.1	HCV-1	United States	2002
EU256099.1	HCV-1	United States	2002
EU256098.1	HCV-1	United States	2002
EU256097.1	HCV-1	United States	2001
EU256096.1	HCV-1	United States	2001
EU256095.1	HCV-1	United States	2002
EU256094.1	HCV-1	United States	2004
EU256092.1	HCV-1	United States	2006
EU256091.1	HCV-1	United States	2006
EU256090.1	HCV-1	United States	2002
EU256089.1	HCV-1	United States	2002
EU256088.1	HCV-1	United States	2003
EU256087.1	HCV-1	United States	2001
EU256086.1	HCV-1	United States	2003
EU256085.1	HCV-1	Switzerland	2003
EU256084.1	HCV-1	Switzerland	2003
EU256083.1	HCV-1	Switzerland	2005
EU256082.1	HCV-1	Switzerland	2005
EU256081.1	HCV-1	Switzerland	2002
EU256080.1	HCV-1	Switzerland	2002
EU256079.1	HCV-1	Switzerland	2005
EU256078.1	HCV-1	Switzerland	2005
EU256077.1	HCV-1	Switzerland	2005
EU256076.1	HCV-1	Switzerland	2004
EU256075.1	HCV-1	Switzerland	2004
EU256074.1	HCV-1	Switzerland	2005
EU256073.1	HCV-1	Switzerland	2002
EU256072.1	HCV-1	Switzerland	2005
EU256071.1	HCV-1	Switzerland	2004
EU256070.1	HCV-1	Switzerland	2003
EU256069.1	HCV-1	Switzerland	2006
EU256068.1	HCV-1	United States	2006
EU256067.1	HCV-1	United States	2006
EU256066.1	HCV-1	United States	2003
EU256065.1	HCV-1	United States	2006
EU256064.1	HCV-1	United States	2006
EU256062.1	HCV-1	United States	2006
EU256061.1	HCV-1	United States	2006
EU256060.1	HCV-1	United States	2006
EU256059.1	HCV-1	United States	2005
EU256058.1	HCV-1	United States	2005
EU256057.1	HCV-1	United States	2006
EU256056.1	HCV-1	United States	2003
EU256055.1	HCV-1	United States	2001
EU256054.1	HCV-1	United States	2001
EU256053.1	HCV-1	United States	2001
EU256052.1	HCV-1	United States	2006
EU256051.1	HCV-1	United States	2005
EU256050.1	HCV-1	United States	2006
EU256049.1	HCV-1	United States	2006
EU256048.1	HCV-1	United States	2006
EU256047.1	HCV-1	United States	2006
EU256046.1	HCV-1	United States	2006
EU256045.1	HCV-1	United States	2003
EU256044.1	HCV-1	United States	2001
EU256043.1	HCV-1	United States	2005
EU256042.1	HCV-1	United States	2005
EU256041.1	HCV-1	United States	2005
EU256040.1	HCV-1	United States	2004
EU256039.1	HCV-1	United States	2004
EU256038.1	HCV-1	United States	2004
EU256037.1	HCV-1	United States	2004
EU256036.1	HCV-1	United States	2004
EU256035.1	HCV-1	United States	2004
EU256034.1	HCV-1	United States	2006
EU256033.1	HCV-1	United States	2005
EU256032.1	HCV-1	United States	2003
EU256031.1	HCV-1	United States	2006
EU256030.1	HCV-1	United States	2002
EU256029.1	HCV-1	United States	2001
EU256028.1	HCV-1	United States	2001
EU256027.1	HCV-1	United States	2003
EU256026.1	HCV-1	United States	2002
EU256025.1	HCV-1	United States	2002
EU256024.1	HCV-1	United States	2006
EU256023.1	HCV-1	United States	2003
EU256022.1	HCV-1	United States	2003
EU256021.1	HCV-1	United States	2003
EU256020.1	HCV-1	United States	2003
EU256019.1	HCV-1	United States	2001
EU256018.1	HCV-1	United States	2002
EU256017.1	HCV-1	United States	2005
EU256016.1	HCV-1	United States	2002
EU256015.1	HCV-1	United States	2004
EU256014.1	HCV-1	United States	2004
EU256013.1	HCV-1	United States	2004
EU256012.1	HCV-1	United States	2006
EU256011.1	HCV-1	United States	2004
EU256010.1	HCV-1	United States	2002
EU256009.1	HCV-1	United States	2004
EU256008.1	HCV-1	United States	2002
EU256007.1	HCV-1	United States	2006
EU256006.1	HCV-1	United States	2006
EU256005.1	HCV-1	United States	2006
EU256004.1	HCV-1	United States	2005
EU256003.1	HCV-1	United States	2006
EU256002.1	HCV-1	United States	2006
EU256001.1	HCV-1	United States	2002
EU256000.1	HCV-1	United States	2003
EU255999.1	HCV-1	United States	2002
EU255998.1	HCV-1	United States	2001
EU255997.1	HCV-1	United States	2003
EU255996.1	HCV-1	United States	2003
EU255995.1	HCV-1	United States	2004
EU255994.1	HCV-1	United States	2005
EU255993.1	HCV-1	United States	2004
EU255992.1	HCV-1	United States	1992
EU255991.1	HCV-1	United States	1989
EU255990.1	HCV-1	United States	1992
EU255989.1	HCV-1	United States	1990
EU255988.1	HCV-1	United States	1995
EU255987.1	HCV-1	United States	1989
EU255986.1	HCV-1	United States	1989
EU255985.1	HCV-1	United States	1991
EU255984.1	HCV-1	United States	1990
EU255983.1	HCV-1	United States	1990
EU255982.1	HCV-1	United States	1990
EU255981.1	HCV-1	United States	1990
EU255980.1	HCV-1	United States	1990
EU255979.1	HCV-1	United States	1991
EU255978.1	HCV-1	United States	1991
EU255977.1	HCV-1	United States	1991
EU255976.1	HCV-1	United States	1992
EU255975.1	HCV-1	United States	1994
EU255974.1	HCV-1	United States	1992
EU255973.1	HCV-1	United States	1990
EU255971.1	HCV-1	United States	1990
EU255970.1	HCV-1	United States	1992
EU255969.1	HCV-1	United States	1992
EU255968.1	HCV-1	United States	1989
EU255967.1	HCV-1	United States	1997
EU255966.1	HCV-1	United States	1997
EU255965.1	HCV-1	United States	1990
EU255964.1	HCV-1	United States	1992
EU255963.1	HCV-1	United States	1992
EU255962.1	HCV-1	United States	1991
EU255961.1	HCV-1	United States	1991
EU255960.1	HCV-1	Switzerland	2006
EU255959.1	HCV-1	Switzerland	2003
EU255958.1	HCV-1	Switzerland	2005
EU255957.1	HCV-1	Switzerland	2004
EU255956.1	HCV-1	Switzerland	2003
EU255955.1	HCV-1	Switzerland	2002
EU255954.1	HCV-1	Switzerland	2002
EU255953.1	HCV-1	Switzerland	2006
EU255952.1	HCV-1	Switzerland	2005
EU255951.1	HCV-1	Switzerland	2005
EU255950.1	HCV-1	Switzerland	2005
EU255949.1	HCV-1	Switzerland	2005
EU255948.1	HCV-1	Switzerland	2003
EU255947.1	HCV-1	Switzerland	2006
EU255946.1	HCV-1	Switzerland	2005
EU255945.1	HCV-1	Switzerland	2004
EU255944.1	HCV-1	Switzerland	2003
EU255943.1	HCV-1	Switzerland	2003
EU255942.1	HCV-1	United States	2007
EU255941.1	HCV-1	United States	2006
EU255940.1	HCV-1	United States	2006
EU255939.1	HCV-1	United States	2006
EU255938.1	HCV-1	United States	2003
EU255937.1	HCV-1	United States	2006
EU255936.1	HCV-1	United States	2006
EU255935.1	HCV-1	United States	2007
EU255934.1	HCV-1	United States	2006
EU255933.1	HCV-1	United States	2003
EU255932.1	HCV-1	United States	2005
EU255931.1	HCV-1	United States	2003
EU255930.1	HCV-1	Switzerland	2005
EU255929.1	HCV-1	Switzerland	2004
EU255928.1	HCV-1	Switzerland	2003
EU255927.1	HCV-1	Switzerland	2003
EU250017.2	HCV-1	United States	2001
EU239716.2	HCV-1	United States	2002
EU239715.2	HCV-1	United States	2003
EU239714.2	HCV-1	United States	2001
EU239713.2	HCV-1	United States	2001
EU234065.2	HCV-1	United States	1990
EU234064.2	HCV-1	United States	1990
EU234063.2	HCV-1	United States	1992
EU234062.2	HCV-1	United States	1992
EU234061.2	HCV-1	United States	1991
EU158186.1	HCV-6	China	2004
EU155382.2	HCV-1	Germany	2003
EU155381.2	HCV-1	Germany	2004
EU155380.2	HCV-1	Germany	2004
EU155379.1	HCV-1	Germany	2003
EU155378.2	HCV-1	Germany	2003
EU155377.2	HCV-1	Switzerland	2006
EU155376.2	HCV-1	Switzerland	2006
EU155375.2	HCV-1	Switzerland	2006
EU155374.2	HCV-1	Switzerland	2005
EU155373.2	HCV-1	Switzerland	2005
EU155372.2	HCV-1	Switzerland	2004
EU155371.2	HCV-1	Switzerland	2005
EU155370.2	HCV-1	Switzerland	2005
EU155369.2	HCV-1	Switzerland	2002
EU155368.2	HCV-1	Switzerland	2001
EU155367.2	HCV-1	Switzerland	2002
EU155366.2	HCV-1	Switzerland	2002
EU155365.2	HCV-1	Switzerland	2006
EU155364.2	HCV-1	Switzerland	2006
EU155363.2	HCV-1	Switzerland	2005
EU155362.2	HCV-1	Switzerland	2004
EU155361.2	HCV-1	Switzerland	2004
EU155360.2	HCV-1	Switzerland	2003
EU155359.2	HCV-1	Switzerland	2002
EU155358.2	HCV-1	Switzerland	2004
EU155357.2	HCV-1	Switzerland	2003
EU155356.2	HCV-1	Switzerland	2003
EU155355.2	HCV-1	Switzerland	2006
EU155354.2	HCV-1	Switzerland	2005
EU155353.2	HCV-1	Switzerland	2005
EU155352.2	HCV-1	Switzerland	2004
EU155351.2	HCV-1	Switzerland	2003
EU155350.1	HCV-1	Switzerland	2003
EU155349.2	HCV-1	Switzerland	2005
EU155348.2	HCV-1	Switzerland	2005
EU155347.2	HCV-1	Switzerland	2005
EU155346.2	HCV-1	Switzerland	2005
EU155345.1	HCV-1	Switzerland	2002
EU155344.2	HCV-1	United States	1990
EU155343.2	HCV-1	United States	1996
EU155342.2	HCV-1	United States	1989
EU155341.2	HCV-1	United States	1992
EU155340.2	HCV-1	United States	1991
EU155339.2	HCV-1	United States	1990
EU155338.2	HCV-1	United States	1996
EU155337.2	HCV-1	United States	1990
EU155336.2	HCV-1	United States	1992
EU155335.2	HCV-1	United States	1992
EU155334.2	HCV-1	United States	1990
EU155333.2	HCV-1	United States	1989
EU155332.2	HCV-1	United States	1996
EU155331.2	HCV-1	United States	1990
EU155330.2	HCV-1	United States	1994
EU155329.2	HCV-1	United States	1992
EU155328.2	HCV-1	United States	1992
EU155327.2	HCV-1	United States	1992
EU155326.2	HCV-1	United States	1992
EU155325.2	HCV-1	United States	1991
EU155324.2	HCV-1	United States	1992
EU155323.2	HCV-1	United States	2002
EU155322.2	HCV-1	United States	2001
EU155321.2	HCV-1	United States	2001
EU155320.2	HCV-1	United States	2001
EU155319.2	HCV-1	United States	2002
EU155318.2	HCV-1	United States	2005
EU155317.2	HCV-1	United States	2002
EU155316.2	HCV-1	United States	2002
EU155315.2	HCV-1	United States	2001
EU155314.2	HCV-1	United States	2004
EU155313.2	HCV-1	United States	2003
EU155312.2	HCV-1	United States	2000
EU155311.2	HCV-1	United States	2003
EU155310.2	HCV-1	United States	2004
EU155309.2	HCV-1	United States	2003
EU155308.2	HCV-1	United States	2003
EU155307.2	HCV-1	United States	2002
EU155306.2	HCV-1	United States	2002
EU155305.2	HCV-1	United States	2002
EU155304.2	HCV-1	United States	2003
EU155303.2	HCV-1	United States	2001
EU155302.2	HCV-1	United States	2001
EU155301.2	HCV-1	United States	2001
EU155300.2	HCV-1	United States	2003
EU155299.2	HCV-1	United States	2003
EU155298.2	HCV-1	United States	2002
EU155297.2	HCV-1	United States	2002
EU155296.2	HCV-1	United States	2002
EU155295.2	HCV-1	United States	2002
EU155294.1	HCV-1	United States	2002
EU155293.2	HCV-1	United States	2001
EU155292.2	HCV-1	United States	2001
EU155291.2	HCV-1	United States	2002
EU155290.2	HCV-1	United States	2001
EU155289.2	HCV-1	United States	2001
EU155288.2	HCV-1	United States	2002
EU155287.2	HCV-1	United States	2001
EU155286.2	HCV-1	United States	2001
EU155285.2	HCV-1	United States	2001
EU155284.2	HCV-1	United States	2001
EU155283.2	HCV-1	United States	2006
EU155282.2	HCV-1	United States	2006
EU155281.2	HCV-1	United States	2005
EU155280.2	HCV-1	United States	2001
EU155279.2	HCV-1	United States	2001
EU155278.2	HCV-1	United States	2006
EU155277.2	HCV-1	United States	2003
EU155276.2	HCV-1	United States	2002
EU155275.2	HCV-1	United States	2006
EU155274.2	HCV-1	United States	2006
EU155273.2	HCV-1	United States	2006
EU155272.2	HCV-1	United States	2006
EU155271.2	HCV-1	United States	2006
EU155270.2	HCV-1	United States	2006
EU155269.2	HCV-1	United States	2006
EU155268.2	HCV-1	United States	2006
EU155267.2	HCV-1	United States	2006
EU155266.2	HCV-1	United States	2006
EU155265.2	HCV-1	United States	2005
EU155264.2	HCV-1	United States	2006
EU155263.2	HCV-1	United States	2005
EU155262.2	HCV-1	United States	2001
EU155261.2	HCV-1	United States	2005
EU155260.2	HCV-1	United States	2006
EU155259.2	HCV-1	United States	2006
EU155258.2	HCV-1	United States	2006
EU155257.2	HCV-1	United States	2006
EU155256.2	HCV-1	United States	2006
EU155255.2	HCV-1	United States	2006
EU155254.2	HCV-1	United States	2006
EU155253.2	HCV-1	United States	2006
EU155252.2	HCV-1	United States	2006
EU155251.2	HCV-1	United States	2006
EU155250.2	HCV-1	United States	2006
EU155249.2	HCV-1	United States	2006
EU155248.2	HCV-1	United States	2006
EU155247.2	HCV-1	United States	2005
EU155246.2	HCV-1	United States	2003
EU155245.2	HCV-1	United States	2003
EU155244.2	HCV-1	United States	2005
EU155243.2	HCV-1	United States	2005
EU155242.2	HCV-1	United States	2004
EU155241.1	HCV-1	United States	2002
EU155240.2	HCV-1	United States	2004
EU155239.2	HCV-1	United States	2004
EU155238.2	HCV-1	United States	2007
EU155237.2	HCV-1	United States	2006
EU155236.2	HCV-1	United States	2006
EU155235.2	HCV-1	United States	2006
EU155234.2	HCV-1	United States	2006
EU155233.2	HCV-1	United States	2006
EU155232.2	HCV-1	United States	2002
EU155231.2	HCV-1	United States	2002
EU155230.2	HCV-1	United States	2002
EU155229.2	HCV-1	United States	2004
EU155228.2	HCV-1	United States	2003
EU155227.2	HCV-1	United States	2003
EU155226.2	HCV-1	United States	2004
EU155225.2	HCV-1	United States	2003
EU155224.2	HCV-1	United States	2003
EU155223.2	HCV-1	United States	2002
EU155222.2	HCV-1	United States	2004
EU155221.2	HCV-1	United States	2004
EU155220.2	HCV-1	United States	2004
EU155219.2	HCV-1	United States	2002
EU155218.2	HCV-1	United States	2005
EU155217.2	HCV-1	United States	2004
EU155216.2	HCV-1	United States	2001
EU155215.2	HCV-1	United States	2004
EU155214.2	HCV-1	United States	2005
EU155213.2	HCV-1	United States	2004
DQ988079.1	HCV-4	Egypt	2006
DQ988078.1	HCV-4	Egypt	2006
DQ988077.1	HCV-4	Egypt	2006
